Symbol,Days,RSI,AR,MD ,Calmar
ZSL,8,79,-2.59%,54.70%,0
USCI,3,84,-2.59%,70.73%,0
DHS,5,69,-2.60%,77.30%,0
BIV,14,74,-2.61%,67.44%,0
IOO,5,67,-2.62%,83.06%,0
DHS,8,65,-2.62%,79.93%,0
RSPT,4,80,-2.63%,61.87%,0
FXE,6,66,-2.63%,55.79%,0
ZSL,7,78,-2.64%,46.84%,-0.1
ZSL,6,80,-2.66%,49.81%,-0.1
IDLV,8,67,-2.67%,71.64%,0
XMPT,7,81,-2.68%,72.39%,0
ZSL,5,80,-2.68%,50.97%,-0.1
TQQQ,2,92,-2.69%,66.54%,0
XMPT,3,95,-2.69%,71.01%,0
TQQQ,3,83,-2.70%,72.49%,0
RSPT,8,69,-2.70%,65.49%,0
TQQQ,3,82,-2.71%,70.13%,0
XMPT,5,88,-2.72%,69.95%,0
IDLV,6,71,-2.73%,66.60%,0
ZSL,5,87,-2.73%,50.16%,-0.1
SPHD,2,95,-2.73%,47.15%,-0.1
SPHD,4,75,-2.73%,75.83%,0
DTH,6,70,-2.74%,67.81%,0
UNL,4,85,-2.75%,44.95%,-0.1
IOO,4,73,-2.75%,75.69%,0
SPTI,4,81,-2.75%,77.54%,0
RSPT,7,70,-2.76%,64.80%,0
RSPT,2,93,-2.78%,50.32%,-0.1
XMPT,15,78,-2.78%,47.15%,-0.1
RINF,7,71,-2.82%,59.85%,0
DTH,5,73,-2.82%,63.73%,0
XMPT,9,77,-2.83%,76.26%,0
ZSL,11,70,-2.83%,58.93%,0
RINF,9,67,-2.85%,63.44%,0
SPTI,12,66,-2.86%,83.31%,0
SPLV,2,94,-2.86%,49.55%,-0.1
TQQQ,7,65,-2.87%,82.18%,0
XMPT,15,72,-2.87%,74.60%,0
IDLV,3,90,-2.88%,41.79%,-0.1
XMPT,7,80,-2.89%,73.29%,0
IDLV,5,77,-2.89%,60.91%,0
DHS,3,82,-2.90%,73.71%,0
RINF,13,68,-2.90%,55.36%,-0.1
ZSL,10,76,-2.90%,58.57%,0
RSPT,3,84,-2.90%,58.91%,0
USCI,4,68,-2.90%,73.52%,0
RINF,8,68,-2.93%,59.11%,0
IDLV,10,65,-2.93%,71.99%,0
XMPT,7,82,-2.93%,71.78%,0
RINF,5,77,-2.94%,58.08%,-0.1
TQQQ,4,76,-2.95%,70.94%,0
XMPT,12,80,-2.96%,47.94%,-0.1
USCI,3,81,-2.96%,76.53%,0
DTH,3,82,-2.97%,60.58%,0
PHDG,5,67,-2.97%,69.62%,0
GNMA,6,73,-2.97%,63.00%,0
SPHD,13,65,-2.97%,80.84%,0
RINF,6,73,-2.99%,64.44%,0
PHDG,2,95,-2.99%,36.26%,-0.1
BIV,3,83,-2.99%,82.87%,0
TQQQ,5,67,-3.00%,78.95%,0
FDL,7,68,-3.00%,81.11%,0
FXE,3,81,-3.01%,63.27%,0
SPHD,9,67,-3.01%,78.03%,0
XMPT,13,72,-3.01%,75.22%,0
XMPT,9,79,-3.02%,69.37%,0
BIV,11,68,-3.03%,86.73%,0
PHDG,5,69,-3.04%,63.43%,0
UNL,7,73,-3.05%,54.38%,-0.1
XMPT,9,82,-3.05%,57.10%,-0.1
IOO,6,65,-3.06%,82.11%,0
ZSL,9,77,-3.07%,58.52%,-0.1
FDL,2,86,-3.07%,68.74%,0
PHDG,4,73,-3.08%,61.58%,-0.1
PHDG,2,94,-3.08%,43.39%,-0.1
XMPT,13,74,-3.09%,79.48%,0
ZSL,11,74,-3.09%,60.04%,-0.1
XMPT,9,84,-3.09%,45.64%,-0.1
RINF,10,66,-3.10%,63.22%,0
DTH,4,79,-3.11%,60.62%,-0.1
BIV,8,72,-3.12%,76.74%,0
ZSL,11,72,-3.12%,67.63%,0
ZSL,13,71,-3.12%,61.24%,-0.1
PHDG,2,92,-3.12%,49.38%,-0.1
FXE,8,66,-3.13%,67.00%,0
XMPT,15,77,-3.14%,49.62%,-0.1
RSPT,6,73,-3.15%,63.14%,0
SPHD,4,77,-3.15%,78.08%,0
EWH,5,68,-3.15%,71.98%,0
FDL,6,66,-3.16%,83.58%,0
SPHD,8,68,-3.16%,76.02%,0
DTH,3,83,-3.17%,67.09%,0
ZSL,8,75,-3.17%,58.93%,-0.1
XMPT,13,79,-3.18%,47.47%,-0.1
USCI,3,82,-3.19%,81.16%,0
SPTI,6,74,-3.19%,78.85%,0
EWH,4,72,-3.21%,69.84%,0
ZSL,4,84,-3.22%,50.22%,-0.1
FXE,4,72,-3.23%,59.09%,-0.1
UNL,6,76,-3.24%,54.83%,-0.1
XMPT,6,84,-3.25%,71.91%,0
DHS,3,80,-3.26%,77.63%,0
UNL,6,77,-3.26%,54.21%,-0.1
ZSL,3,85,-3.27%,66.27%,0
RSPT,5,75,-3.27%,58.69%,-0.1
SPHD,3,82,-3.31%,69.27%,0
ZSL,13,69,-3.32%,65.05%,-0.1
UNL,6,75,-3.32%,55.73%,-0.1
ZSL,5,79,-3.32%,57.03%,-0.1
ZSL,10,73,-3.33%,64.18%,-0.1
IDLV,9,66,-3.33%,75.86%,0
USCI,4,71,-3.34%,70.24%,0
UNL,4,84,-3.34%,45.71%,-0.1
UNL,3,94,-3.36%,42.09%,-0.1
FXE,9,65,-3.37%,69.71%,0
XMPT,7,85,-3.37%,53.22%,-0.1
XMPT,8,78,-3.37%,75.10%,0
ZSL,12,70,-3.38%,64.27%,-0.1
ZSL,4,83,-3.38%,51.56%,-0.1
RSPT,4,81,-3.38%,60.52%,-0.1
XMPT,10,76,-3.39%,80.74%,0
TQQQ,6,68,-3.40%,78.37%,0
IOO,3,79,-3.40%,70.26%,0
SPHD,3,80,-3.42%,77.63%,0
IOO,4,71,-3.43%,77.04%,0
GNMA,11,66,-3.44%,62.85%,-0.1
SPHD,7,69,-3.44%,79.56%,0
DTH,5,72,-3.45%,69.98%,0
TQQQ,5,74,-3.45%,77.36%,0
PHDG,2,89,-3.46%,54.37%,-0.1
BIV,15,73,-3.47%,70.15%,0
ZSL,3,89,-3.47%,51.24%,-0.1
XMPT,11,76,-3.47%,76.71%,0
XMPT,10,78,-3.48%,70.07%,0
IOO,2,90,-3.51%,68.62%,-0.1
IDLV,5,72,-3.51%,71.91%,0
SPHD,11,66,-3.52%,77.70%,0
EWH,3,76,-3.52%,69.67%,-0.1
ZSL,3,92,-3.52%,52.52%,-0.1
SPLV,2,88,-3.54%,69.10%,-0.1
GNMA,9,68,-3.54%,64.47%,-0.1
SPHD,5,73,-3.55%,76.44%,0
RSPT,12,65,-3.56%,72.92%,0
XMPT,4,93,-3.57%,55.14%,-0.1
PHDG,3,70,-3.57%,63.16%,-0.1
XMPT,8,79,-3.57%,74.25%,0
ZSL,10,74,-3.57%,66.03%,-0.1
FDL,4,71,-3.57%,82.24%,0
PHDG,4,65,-3.57%,71.30%,-0.1
XMPT,11,81,-3.59%,52.70%,-0.1
ZSL,12,72,-3.59%,67.25%,-0.1
SPHD,3,83,-3.59%,67.55%,-0.1
ZSL,15,68,-3.60%,67.41%,-0.1
DHS,4,71,-3.61%,77.46%,0
FXE,3,77,-3.61%,68.90%,-0.1
DHS,3,76,-3.62%,75.88%,0
SPTI,8,71,-3.62%,81.22%,0
SPHD,10,66,-3.63%,77.84%,0
ZSL,5,78,-3.63%,61.10%,-0.1
GNMA,3,81,-3.63%,78.40%,0
FDL,8,67,-3.63%,83.00%,0
ZSL,4,88,-3.64%,55.36%,-0.1
XMPT,15,71,-3.64%,74.39%,0
TQQQ,2,89,-3.64%,71.57%,-0.1
XMPT,11,75,-3.65%,80.70%,0
ZSL,11,73,-3.66%,67.57%,-0.1
GNMA,2,93,-3.66%,72.16%,-0.1
XMPT,6,85,-3.67%,74.09%,0
FDL,5,69,-3.68%,82.96%,0
ZSL,9,75,-3.68%,63.62%,-0.1
SPTI,5,77,-3.68%,77.49%,0
GNMA,4,78,-3.69%,67.24%,-0.1
BIV,2,92,-3.70%,83.34%,0
TQQQ,4,69,-3.72%,82.34%,0
DTH,3,81,-3.72%,68.19%,-0.1
IOO,5,66,-3.73%,83.08%,0
SPHD,4,76,-3.73%,77.98%,0
GNMA,2,92,-3.75%,72.94%,-0.1
IDLV,9,65,-3.75%,75.64%,0
PHDG,3,81,-3.75%,60.50%,-0.1
FXE,10,65,-3.76%,65.60%,-0.1
UNL,5,80,-3.77%,44.89%,-0.1
RINF,9,68,-3.77%,59.40%,-0.1
USCI,5,66,-3.77%,74.96%,-0.1
IOO,4,68,-3.80%,83.20%,0
XMPT,8,77,-3.81%,76.66%,0
FXE,7,66,-3.83%,60.68%,-0.1
ZSL,5,83,-3.84%,53.12%,-0.1
ZSL,3,93,-3.84%,57.52%,-0.1
FXE,3,80,-3.84%,75.06%,-0.1
BIV,7,72,-3.86%,75.97%,-0.1
ZSL,6,76,-3.86%,65.76%,-0.1
XMPT,5,90,-3.87%,54.76%,-0.1
TQQQ,5,68,-3.88%,84.87%,0
TQQQ,2,88,-3.88%,72.51%,-0.1
DHS,7,65,-3.89%,80.67%,0
UNL,10,67,-3.90%,60.71%,-0.1
SPHD,2,94,-3.92%,53.32%,-0.1
IDLV,8,66,-3.92%,74.06%,-0.1
SPLV,2,82,-3.93%,79.46%,0
GNMA,8,69,-3.93%,66.12%,-0.1
RSPT,2,95,-3.93%,49.40%,-0.1
PHDG,2,90,-3.94%,59.97%,-0.1
IOO,2,86,-3.96%,74.81%,-0.1
ZSL,3,86,-3.97%,63.60%,-0.1
SPTI,15,65,-3.97%,82.28%,0
ZSL,4,82,-3.99%,57.16%,-0.1
FXE,2,88,-4.01%,66.16%,-0.1
RSPT,2,91,-4.01%,65.78%,-0.1
UNL,8,71,-4.02%,59.58%,-0.1
ZSL,12,71,-4.02%,70.84%,-0.1
ZSL,5,81,-4.02%,57.68%,-0.1
SPTI,12,68,-4.03%,80.45%,-0.1
XMPT,12,75,-4.04%,78.62%,-0.1
RINF,8,67,-4.05%,65.13%,-0.1
DHS,2,90,-4.05%,70.19%,-0.1
RSPT,8,66,-4.06%,77.04%,-0.1
SPHD,6,71,-4.06%,78.92%,-0.1
EWH,3,81,-4.06%,57.99%,-0.1
GNMA,5,74,-4.06%,73.94%,-0.1
PHDG,3,80,-4.08%,59.28%,-0.1
XMPT,6,89,-4.10%,50.96%,-0.1
DHS,3,79,-4.10%,77.90%,-0.1
FXE,2,87,-4.10%,70.24%,-0.1
DTH,4,78,-4.10%,61.41%,-0.1
XMPT,11,77,-4.11%,72.28%,-0.1
XMPT,7,87,-4.11%,49.59%,-0.1
IOO,4,67,-4.12%,85.24%,0
TQQQ,5,73,-4.12%,82.26%,-0.1
XMPT,6,83,-4.12%,76.68%,-0.1
RSPT,2,92,-4.13%,58.72%,-0.1
XMPT,8,85,-4.13%,51.98%,-0.1
ZSL,3,88,-4.14%,56.33%,-0.1
DHS,5,68,-4.14%,80.83%,-0.1
BIV,6,74,-4.14%,78.03%,-0.1
PHDG,3,83,-4.17%,57.42%,-0.1
IDLV,3,84,-4.17%,64.26%,-0.1
UNL,3,91,-4.17%,47.51%,-0.1
GNMA,5,75,-4.18%,68.41%,-0.1
IDLV,7,68,-4.20%,77.75%,-0.1
XMPT,14,78,-4.20%,54.54%,-0.1
SPTI,7,73,-4.21%,82.51%,-0.1
XMPT,12,73,-4.21%,81.26%,-0.1
XMPT,13,73,-4.22%,80.60%,-0.1
FDL,4,70,-4.22%,84.64%,0
ZSL,10,70,-4.22%,65.26%,-0.1
RSPT,3,82,-4.23%,63.50%,-0.1
UNL,11,66,-4.23%,60.62%,-0.1
BIV,8,71,-4.25%,81.49%,-0.1
FXE,6,67,-4.25%,63.83%,-0.1
SPHD,9,66,-4.26%,77.96%,-0.1
ZSL,4,86,-4.31%,53.81%,-0.1
RINF,7,70,-4.31%,63.73%,-0.1
DTH,5,74,-4.32%,65.26%,-0.1
BIV,2,91,-4.32%,85.25%,-0.1
FXE,2,89,-4.34%,68.74%,-0.1
EWH,4,73,-4.36%,71.91%,-0.1
XMPT,11,74,-4.36%,81.24%,-0.1
DTH,4,73,-4.37%,72.99%,-0.1
RSPT,4,78,-4.37%,60.51%,-0.1
ZSL,12,68,-4.39%,70.62%,-0.1
SPHD,11,65,-4.39%,79.67%,-0.1
FDL,7,67,-4.40%,83.98%,-0.1
RINF,4,82,-4.40%,62.39%,-0.1
RSPT,2,94,-4.41%,55.16%,-0.1
IOO,2,87,-4.42%,72.06%,-0.1
XMPT,5,84,-4.42%,77.74%,-0.1
UNL,9,69,-4.44%,55.30%,-0.1
UNL,5,79,-4.44%,57.31%,-0.1
ZSL,10,71,-4.44%,68.18%,-0.1
PHDG,3,82,-4.45%,58.89%,-0.1
ZSL,11,71,-4.45%,68.32%,-0.1
FDL,6,67,-4.47%,82.83%,-0.1
XMPT,12,76,-4.49%,73.70%,-0.1
SPTI,2,95,-4.50%,75.82%,-0.1
DTH,2,93,-4.52%,62.30%,-0.1
DTH,8,66,-4.53%,76.95%,-0.1
EWH,4,71,-4.53%,74.07%,-0.1
ZSL,8,74,-4.54%,64.97%,-0.1
FXE,7,65,-4.54%,68.43%,-0.1
XMPT,10,82,-4.54%,58.84%,-0.1
FXE,7,67,-4.55%,66.84%,-0.1
DTH,7,68,-4.56%,67.90%,-0.1
FDL,7,65,-4.58%,88.52%,-0.1
SPTI,7,72,-4.59%,80.31%,-0.1
XMPT,6,88,-4.62%,53.87%,-0.1
XMPT,4,94,-4.62%,57.76%,-0.1
RSPT,2,90,-4.64%,71.43%,-0.1
XMPT,8,83,-4.65%,64.44%,-0.1
EWH,3,78,-4.66%,62.58%,-0.1
DHS,3,78,-4.67%,80.36%,-0.1
RINF,8,69,-4.67%,64.41%,-0.1
ZSL,3,87,-4.68%,57.90%,-0.1
DTH,7,67,-4.68%,69.90%,-0.1
GNMA,6,68,-4.71%,81.68%,-0.1
IOO,4,70,-4.71%,83.42%,-0.1
ZSL,3,90,-4.71%,55.93%,-0.1
SPHD,3,81,-4.72%,75.04%,-0.1
ZSL,12,69,-4.74%,70.96%,-0.1
EWH,2,95,-4.76%,61.16%,-0.1
RINF,10,65,-4.77%,71.06%,-0.1
TQQQ,3,81,-4.77%,77.52%,-0.1
XMPT,7,79,-4.77%,77.91%,-0.1
BIV,14,66,-4.78%,87.75%,-0.1
XMPT,6,80,-4.79%,78.38%,-0.1
DHS,2,89,-4.80%,73.00%,-0.1
PHDG,2,91,-4.80%,64.98%,-0.1
IDLV,3,83,-4.82%,64.12%,-0.1
UNL,4,83,-4.82%,54.16%,-0.1
XMPT,15,73,-4.83%,75.72%,-0.1
EWH,5,67,-4.83%,75.38%,-0.1
XMPT,8,81,-4.86%,77.66%,-0.1
SPTI,3,87,-4.88%,78.46%,-0.1
SPHD,8,67,-4.89%,80.58%,-0.1
BIV,10,68,-4.90%,86.67%,-0.1
BIV,9,70,-4.91%,83.65%,-0.1
RINF,9,66,-4.91%,69.19%,-0.1
XMPT,3,94,-4.92%,78.05%,-0.1
RINF,9,65,-4.92%,72.28%,-0.1
XMPT,5,86,-4.93%,78.75%,-0.1
ZSL,15,67,-4.94%,75.72%,-0.1
XMPT,12,79,-4.94%,60.24%,-0.1
XMPT,12,69,-4.95%,82.10%,-0.1
PHDG,2,87,-4.96%,67.10%,-0.1
USCI,5,65,-4.96%,78.03%,-0.1
ZSL,2,94,-4.98%,63.58%,-0.1
IDLV,6,70,-5.00%,79.64%,-0.1
GNMA,12,65,-5.01%,72.14%,-0.1
SPLV,2,81,-5.01%,83.02%,-0.1
PHDG,3,71,-5.03%,71.98%,-0.1
PHDG,4,68,-5.04%,64.42%,-0.1
EWH,2,94,-5.04%,55.51%,-0.1
ZSL,2,95,-5.05%,53.71%,-0.1
SPTI,3,86,-5.06%,79.54%,-0.1
DHS,2,88,-5.07%,77.49%,-0.1
ZSL,4,85,-5.09%,57.20%,-0.1
ZSL,15,66,-5.09%,75.94%,-0.1
FXE,3,76,-5.11%,69.60%,-0.1
XMPT,7,86,-5.13%,59.10%,-0.1
SPLV,3,68,-5.15%,86.10%,-0.1
TQQQ,4,75,-5.16%,80.92%,-0.1
DTH,4,77,-5.16%,69.32%,-0.1
IOO,3,78,-5.17%,75.00%,-0.1
FDL,5,68,-5.17%,87.87%,-0.1
FDL,2,85,-5.17%,76.47%,-0.1
XMPT,10,74,-5.18%,80.90%,-0.1
IDLV,4,77,-5.20%,72.44%,-0.1
ZSL,13,68,-5.21%,75.51%,-0.1
IDLV,8,65,-5.21%,81.74%,-0.1
XMPT,15,70,-5.21%,80.41%,-0.1
FXE,4,71,-5.22%,72.22%,-0.1
GNMA,4,77,-5.22%,77.29%,-0.1
UNL,3,92,-5.22%,55.19%,-0.1
ZSL,13,70,-5.22%,71.12%,-0.1
RSPT,9,67,-5.22%,77.72%,-0.1
UNL,3,93,-5.23%,54.94%,-0.1
TQQQ,4,68,-5.24%,84.34%,-0.1
ZSL,11,69,-5.24%,68.42%,-0.1
ZSL,7,75,-5.24%,68.88%,-0.1
ZSL,6,79,-5.26%,64.48%,-0.1
RSPT,11,65,-5.28%,77.98%,-0.1
XMPT,7,78,-5.29%,79.97%,-0.1
XMPT,14,71,-5.29%,81.05%,-0.1
IDLV,2,95,-5.29%,67.61%,-0.1
XMPT,8,84,-5.29%,59.42%,-0.1
SPTI,8,70,-5.30%,82.98%,-0.1
RSPT,9,66,-5.30%,78.11%,-0.1
IDLV,6,69,-5.30%,78.64%,-0.1
PHDG,2,88,-5.30%,63.69%,-0.1
SPHD,4,74,-5.31%,81.35%,-0.1
UNL,3,90,-5.31%,55.80%,-0.1
FDL,5,67,-5.31%,87.88%,-0.1
RSPT,6,70,-5.32%,76.97%,-0.1
XMPT,14,73,-5.32%,77.49%,-0.1
UNL,10,66,-5.33%,66.00%,-0.1
IOO,4,72,-5.34%,80.02%,-0.1
DTH,6,68,-5.36%,72.40%,-0.1
RINF,5,75,-5.37%,69.24%,-0.1
XMPT,11,73,-5.38%,81.77%,-0.1
ZSL,14,68,-5.39%,76.26%,-0.1
GNMA,11,65,-5.40%,80.46%,-0.1
XMPT,5,85,-5.42%,80.26%,-0.1
FDL,6,68,-5.43%,85.65%,-0.1
FDL,3,75,-5.44%,80.86%,-0.1
EWH,3,79,-5.46%,66.97%,-0.1
EWH,3,77,-5.46%,70.85%,-0.1
DTH,2,90,-5.47%,71.79%,-0.1
RINF,7,68,-5.47%,74.48%,-0.1
ZSL,4,80,-5.51%,71.11%,-0.1
XMPT,4,90,-5.52%,81.32%,-0.1
ZSL,14,69,-5.53%,72.81%,-0.1
XMPT,10,75,-5.54%,82.90%,-0.1
UNL,12,65,-5.54%,69.16%,-0.1
SPHD,10,65,-5.54%,78.13%,-0.1
USCI,4,70,-5.54%,75.63%,-0.1
XMPT,6,81,-5.55%,81.32%,-0.1
XMPT,15,68,-5.55%,86.29%,-0.1
XMPT,7,83,-5.55%,76.59%,-0.1
PHDG,4,72,-5.59%,64.08%,-0.1
SPHD,2,93,-5.60%,62.34%,-0.1
XMPT,4,88,-5.60%,80.38%,-0.1
ZSL,3,84,-5.61%,73.89%,-0.1
UNL,10,68,-5.62%,65.27%,-0.1
SPTI,11,66,-5.63%,85.84%,-0.1
USCI,3,68,-5.63%,72.91%,-0.1
FXE,5,68,-5.64%,64.82%,-0.1
XMPT,9,83,-5.64%,63.57%,-0.1
DTH,2,91,-5.65%,68.29%,-0.1
ZSL,5,82,-5.66%,61.11%,-0.1
RSPT,6,72,-5.66%,70.78%,-0.1
TQQQ,2,91,-5.66%,70.27%,-0.1
DTH,4,75,-5.66%,72.51%,-0.1
XMPT,14,77,-5.67%,62.16%,-0.1
IDLV,7,66,-5.67%,80.28%,-0.1
FXE,2,86,-5.68%,71.40%,-0.1
RSPT,10,66,-5.69%,77.03%,-0.1
ZSL,6,77,-5.70%,64.29%,-0.1
SPTI,2,94,-5.71%,81.71%,-0.1
DTH,2,92,-5.72%,66.83%,-0.1
DTH,5,71,-5.72%,79.93%,-0.1
EWH,3,75,-5.73%,77.77%,-0.1
ZSL,14,67,-5.73%,77.26%,-0.1
SPHD,4,73,-5.74%,83.25%,-0.1
XMPT,13,78,-5.74%,64.64%,-0.1
PHDG,3,66,-5.74%,77.61%,-0.1
EWH,4,69,-5.75%,79.53%,-0.1
PHDG,2,86,-5.76%,70.55%,-0.1
PHDG,2,81,-5.78%,69.38%,-0.1
USCI,3,80,-5.81%,83.13%,-0.1
FXE,4,70,-5.82%,75.66%,-0.1
GNMA,7,66,-5.83%,81.29%,-0.1
EWH,4,70,-5.83%,81.60%,-0.1
PHDG,4,69,-5.84%,67.86%,-0.1
TQQQ,5,72,-5.85%,84.72%,-0.1
ZSL,6,78,-5.87%,64.56%,-0.1
GNMA,9,67,-5.90%,79.44%,-0.1
DTH,4,76,-5.90%,73.50%,-0.1
IDLV,2,91,-5.92%,73.29%,-0.1
FXE,3,73,-5.94%,74.92%,-0.1
ZSL,2,92,-5.95%,72.45%,-0.1
XMPT,11,80,-5.95%,65.73%,-0.1
GNMA,10,65,-5.96%,80.14%,-0.1
FDL,4,69,-5.96%,87.07%,-0.1
DTH,4,72,-5.97%,77.79%,-0.1
RINF,5,76,-5.97%,69.53%,-0.1
EWH,3,80,-5.97%,68.71%,-0.1
IDLV,2,92,-5.98%,68.76%,-0.1
UNL,5,78,-6.02%,65.82%,-0.1
UNL,9,68,-6.02%,66.73%,-0.1
GNMA,7,70,-6.02%,73.46%,-0.1
PHDG,3,65,-6.02%,79.35%,-0.1
BIV,4,80,-6.03%,83.72%,-0.1
GNMA,10,66,-6.04%,79.38%,-0.1
FDL,3,74,-6.06%,82.56%,-0.1
DHS,4,70,-6.06%,84.99%,-0.1
USCI,4,67,-6.06%,79.06%,-0.1
BIV,8,70,-6.07%,81.58%,-0.1
DHS,3,75,-6.08%,80.92%,-0.1
RSPT,5,73,-6.11%,77.43%,-0.1
EWH,5,66,-6.12%,83.75%,-0.1
IDLV,3,82,-6.13%,75.24%,-0.1
RSPT,5,74,-6.14%,71.34%,-0.1
SPHD,3,78,-6.15%,85.87%,-0.1
TQQQ,2,90,-6.17%,72.38%,-0.1
XMPT,14,68,-6.18%,85.26%,-0.1
GNMA,6,72,-6.19%,74.89%,-0.1
UNL,4,81,-6.20%,64.44%,-0.1
XMPT,9,76,-6.21%,82.67%,-0.1
ZSL,4,81,-6.21%,68.33%,-0.1
IOO,2,84,-6.22%,83.06%,-0.1
XMPT,10,72,-6.23%,84.12%,-0.1
IDLV,4,76,-6.24%,77.81%,-0.1
DHS,4,69,-6.25%,86.50%,-0.1
FDL,7,66,-6.25%,87.28%,-0.1
XMPT,9,74,-6.25%,82.99%,-0.1
TQQQ,2,87,-6.25%,78.02%,-0.1
XMPT,6,87,-6.26%,65.50%,-0.1
BIV,12,67,-6.27%,88.38%,-0.1
BIV,10,69,-6.28%,87.88%,-0.1
DHS,6,67,-6.28%,87.53%,-0.1
TQQQ,5,66,-6.29%,84.83%,-0.1
IOO,3,76,-6.30%,81.54%,-0.1
UNL,7,72,-6.31%,64.77%,-0.1
RINF,7,69,-6.31%,73.23%,-0.1
TQQQ,6,66,-6.33%,84.48%,-0.1
DTH,2,89,-6.33%,75.80%,-0.1
PHDG,4,70,-6.34%,68.61%,-0.1
SPTI,10,67,-6.36%,86.14%,-0.1
TQQQ,5,65,-6.37%,86.61%,-0.1
DTH,6,69,-6.37%,78.43%,-0.1
RSPT,2,88,-6.40%,71.17%,-0.1
SPLV,3,67,-6.40%,89.10%,-0.1
IOO,4,66,-6.43%,87.74%,-0.1
PHDG,3,78,-6.43%,74.13%,-0.1
PHDG,3,67,-6.44%,73.30%,-0.1
SPHD,3,79,-6.44%,85.52%,-0.1
RSPT,6,71,-6.45%,79.90%,-0.1
USCI,2,89,-6.45%,80.56%,-0.1
UNL,3,89,-6.46%,62.94%,-0.1
FXE,2,84,-6.46%,74.58%,-0.1
RINF,2,93,-6.46%,69.20%,-0.1
XMPT,10,80,-6.47%,68.04%,-0.1
XMPT,13,68,-6.48%,84.48%,-0.1
XMPT,13,75,-6.50%,77.81%,-0.1
XMPT,11,78,-6.52%,71.06%,-0.1
ZSL,7,76,-6.52%,72.18%,-0.1
TQQQ,5,71,-6.53%,82.80%,-0.1
RSPT,8,68,-6.54%,79.90%,-0.1
PHDG,3,72,-6.56%,74.92%,-0.1
USCI,4,69,-6.56%,80.96%,-0.1
XMPT,14,70,-6.57%,82.38%,-0.1
GNMA,6,71,-6.60%,81.72%,-0.1
PHDG,3,79,-6.61%,72.19%,-0.1
ZSL,13,67,-6.62%,79.88%,-0.1
PHDG,3,69,-6.62%,72.60%,-0.1
ZSL,2,91,-6.63%,75.63%,-0.1
FDL,6,65,-6.64%,91.03%,-0.1
RINF,7,67,-6.64%,77.33%,-0.1
XMPT,7,84,-6.65%,73.03%,-0.1
TQQQ,3,80,-6.66%,78.84%,-0.1
IDLV,5,71,-6.66%,82.48%,-0.1
GNMA,7,67,-6.66%,83.81%,-0.1
DTH,2,88,-6.67%,77.38%,-0.1
BIV,3,82,-6.68%,88.47%,-0.1
FXE,2,85,-6.69%,72.08%,-0.1
USCI,3,69,-6.69%,77.64%,-0.1
SPTI,9,69,-6.71%,87.21%,-0.1
XMPT,6,82,-6.72%,83.19%,-0.1
PHDG,2,82,-6.74%,71.14%,-0.1
SPTI,13,65,-6.74%,85.68%,-0.1
BIV,15,65,-6.75%,89.54%,-0.1
XMPT,7,77,-6.76%,83.73%,-0.1
XMPT,15,74,-6.77%,71.97%,-0.1
RSPT,10,65,-6.78%,82.30%,-0.1
SPHD,5,71,-6.78%,84.23%,-0.1
IOO,3,77,-6.78%,82.46%,-0.1
SPTI,12,65,-6.78%,86.27%,-0.1
EWH,2,90,-6.79%,65.34%,-0.1
ZSL,2,93,-6.79%,68.02%,-0.1
DTH,8,65,-6.80%,78.57%,-0.1
IOO,4,69,-6.80%,86.76%,-0.1
RSPT,4,77,-6.81%,70.47%,-0.1
XMPT,9,73,-6.81%,85.13%,-0.1
RSPT,8,67,-6.81%,83.18%,-0.1
XMPT,9,80,-6.82%,73.01%,-0.1
FXE,3,72,-6.82%,81.10%,-0.1
IOO,2,85,-6.83%,80.88%,-0.1
IOO,3,70,-6.83%,87.65%,-0.1
RSPT,2,89,-6.84%,76.67%,-0.1
RINF,8,65,-6.85%,75.91%,-0.1
PHDG,4,71,-6.85%,70.14%,-0.1
SPTI,10,68,-6.86%,86.43%,-0.1
RSPT,7,69,-6.86%,82.37%,-0.1
GNMA,8,68,-6.87%,81.30%,-0.1
TQQQ,5,69,-6.87%,84.31%,-0.1
UNL,4,82,-6.88%,68.74%,-0.1
PHDG,4,67,-6.88%,72.34%,-0.1
DHS,3,74,-6.88%,84.88%,-0.1
IDLV,7,67,-6.89%,83.84%,-0.1
USCI,3,77,-6.90%,81.00%,-0.1
IOO,3,71,-6.92%,87.96%,-0.1
SPHD,5,72,-6.93%,84.14%,-0.1
IOO,3,74,-6.93%,84.46%,-0.1
XMPT,13,69,-6.94%,87.29%,-0.1
RINF,3,87,-6.94%,67.79%,-0.1
XMPT,12,72,-6.95%,84.65%,-0.1
XMPT,14,74,-6.96%,79.26%,-0.1
PHDG,3,77,-6.96%,74.93%,-0.1
IDLV,5,70,-6.97%,85.73%,-0.1
XMPT,10,81,-7.00%,70.26%,-0.1
SPHD,2,92,-7.00%,72.77%,-0.1
IOO,5,65,-7.02%,84.66%,-0.1
RINF,8,66,-7.02%,74.06%,-0.1
EWH,2,91,-7.02%,67.89%,-0.1
XMPT,11,71,-7.03%,87.91%,-0.1
DHS,6,65,-7.03%,88.87%,-0.1
GNMA,2,91,-7.04%,83.28%,-0.1
SPTI,14,65,-7.06%,87.78%,-0.1
USCI,3,67,-7.06%,77.88%,-0.1
RINF,6,72,-7.07%,75.58%,-0.1
