Lookback (days),RSIs,symbol,AR (%),sharpe_ratio,MD ,calmer_ratio
3,77,IOO,-6.78%,-0.1,82.46%,-0.1
12,65,SPTI,-6.78%,-0.1,86.27%,-0.1
2,90,EWH,-6.79%,-0.2,65.34%,-0.1
2,93,ZSL,-6.79%,-0.2,68.02%,-0.1
8,65,DTH,-6.80%,-0.1,78.57%,-0.1
4,69,IOO,-6.80%,-0.1,86.76%,-0.1
4,77,RSPT,-6.81%,-0.2,70.47%,-0.1
9,73,XMPT,-6.81%,-0.1,85.13%,-0.1
8,67,RSPT,-6.81%,-0.2,83.18%,-0.1
9,80,XMPT,-6.82%,-0.2,73.01%,-0.1
3,72,FXE,-6.82%,0.0,81.10%,-0.1
2,85,IOO,-6.83%,-0.1,80.88%,-0.1
3,70,IOO,-6.83%,-0.1,87.65%,-0.1
2,89,RSPT,-6.84%,-0.2,76.67%,-0.1
8,65,RINF,-6.85%,-0.1,75.91%,-0.1
4,71,PHDG,-6.85%,-0.1,70.14%,-0.1
10,68,SPTI,-6.86%,-0.1,86.43%,-0.1
7,69,RSPT,-6.86%,-0.2,82.37%,-0.1
8,68,GNMA,-6.87%,-0.1,81.30%,-0.1
5,69,TQQQ,-6.87%,-0.1,84.31%,-0.1
4,82,UNL,-6.88%,-0.3,68.74%,-0.1
4,67,PHDG,-6.88%,0.0,72.34%,-0.1
3,74,DHS,-6.88%,-0.1,84.88%,-0.1
7,67,IDLV,-6.89%,-0.1,83.84%,-0.1
3,77,USCI,-6.90%,-0.1,81.00%,-0.1
3,71,IOO,-6.92%,-0.1,87.96%,-0.1
5,72,SPHD,-6.93%,-0.1,84.14%,-0.1
3,74,IOO,-6.93%,-0.1,84.46%,-0.1
13,69,XMPT,-6.94%,-0.1,87.29%,-0.1
3,87,RINF,-6.94%,-0.2,67.79%,-0.1
12,72,XMPT,-6.95%,-0.1,84.65%,-0.1
14,74,XMPT,-6.96%,-0.2,79.26%,-0.1
3,77,PHDG,-6.96%,-0.1,74.93%,-0.1
5,70,IDLV,-6.97%,-0.1,85.73%,-0.1
10,81,XMPT,-7.00%,-0.4,70.26%,-0.1
2,92,SPHD,-7.00%,-0.3,72.77%,-0.1
5,65,IOO,-7.02%,-0.1,84.66%,-0.1
8,66,RINF,-7.02%,-0.2,74.06%,-0.1
2,91,EWH,-7.02%,-0.3,67.89%,-0.1
11,71,XMPT,-7.03%,-0.1,87.91%,-0.1
6,65,DHS,-7.03%,-0.1,88.87%,-0.1
2,91,GNMA,-7.04%,-0.1,83.28%,-0.1
14,65,SPTI,-7.06%,-0.1,87.78%,-0.1
3,67,USCI,-7.06%,0.0,77.88%,-0.1
6,72,RINF,-7.07%,-0.2,75.58%,-0.1
12,71,XMPT,-7.08%,-0.1,84.50%,-0.1
3,81,RSPT,-7.10%,-0.2,71.52%,-0.1
6,70,SPHD,-7.14%,-0.1,84.87%,-0.1
13,77,XMPT,-7.16%,-0.4,71.55%,-0.1
3,73,PHDG,-7.18%,-0.1,73.66%,-0.1
8,82,XMPT,-7.18%,-0.3,71.75%,-0.1
6,74,UNL,-7.20%,-0.3,67.89%,-0.1
2,80,SPLV,-7.20%,0.0,87.68%,-0.1
5,69,GNMA,-7.22%,-0.1,85.01%,-0.1
7,71,SPTI,-7.23%,-0.1,86.68%,-0.1
3,92,XMPT,-7.28%,-0.2,84.48%,-0.1
7,68,RSPT,-7.30%,-0.2,80.81%,-0.1
9,67,UNL,-7.31%,-0.2,69.28%,-0.1
9,75,XMPT,-7.31%,-0.1,85.28%,-0.1
8,76,XMPT,-7.31%,-0.1,84.87%,-0.1
8,75,XMPT,-7.35%,-0.1,86.42%,-0.1
2,93,EWH,-7.35%,-0.3,68.58%,-0.1
4,72,SPHD,-7.35%,-0.1,85.04%,-0.1
6,71,RINF,-7.37%,-0.2,76.30%,-0.1
2,95,RINF,-7.38%,-0.3,70.67%,-0.1
8,66,GNMA,-7.39%,-0.1,85.02%,-0.1
8,70,UNL,-7.39%,-0.3,72.64%,-0.1
14,69,XMPT,-7.40%,-0.1,88.02%,-0.1
14,76,XMPT,-7.40%,-0.4,72.30%,-0.1
13,70,XMPT,-7.41%,-0.1,85.33%,-0.1
3,73,IOO,-7.41%,-0.1,83.43%,-0.1
2,90,SPHD,-7.42%,-0.2,79.79%,-0.1
3,80,DTH,-7.42%,-0.2,80.65%,-0.1
5,73,GNMA,-7.42%,-0.1,83.87%,-0.1
8,69,SPTI,-7.42%,-0.1,89.58%,-0.1
2,86,TQQQ,-7.43%,-0.2,81.94%,-0.1
8,74,XMPT,-7.43%,-0.1,86.75%,-0.1
3,73,FDL,-7.43%,-0.1,88.03%,-0.1
3,81,ZSL,-7.44%,-0.1,76.15%,-0.1
3,93,XMPT,-7.44%,-0.2,84.88%,-0.1
13,71,XMPT,-7.46%,-0.1,84.47%,-0.1
3,75,FXE,-7.46%,-0.1,74.97%,-0.1
2,92,RINF,-7.46%,-0.2,73.33%,-0.1
3,76,TQQQ,-7.47%,-0.1,80.75%,-0.1
8,69,UNL,-7.48%,-0.2,70.38%,-0.1
5,73,RINF,-7.50%,-0.2,76.00%,-0.1
4,81,RINF,-7.51%,-0.3,73.54%,-0.1
2,88,EWH,-7.51%,-0.2,69.86%,-0.1
10,73,XMPT,-7.52%,-0.1,85.60%,-0.1
3,76,USCI,-7.54%,-0.1,82.00%,-0.1
4,74,DTH,-7.55%,-0.2,80.05%,-0.1
11,72,XMPT,-7.55%,-0.1,85.52%,-0.1
4,66,TQQQ,-7.57%,-0.1,88.50%,-0.1
9,66,GNMA,-7.58%,-0.2,82.61%,-0.1
2,91,SPHD,-7.60%,-0.3,75.08%,-0.1
9,81,XMPT,-7.60%,-0.3,72.69%,-0.1
3,70,USCI,-7.61%,-0.1,79.09%,-0.1
5,76,SPTI,-7.61%,-0.1,85.79%,-0.1
15,76,XMPT,-7.61%,-0.4,69.75%,-0.1
8,66,SPHD,-7.62%,-0.1,85.45%,-0.1
3,88,UNL,-7.64%,-0.4,68.47%,-0.1
2,84,FDL,-7.64%,-0.1,83.39%,-0.1
6,65,TQQQ,-7.65%,-0.1,86.71%,-0.1
3,74,FXE,-7.65%,-0.1,77.29%,-0.1
6,65,FXE,-7.66%,-0.1,70.59%,-0.1
6,66,GNMA,-7.68%,-0.1,83.50%,-0.1
2,85,PHDG,-7.68%,-0.1,76.66%,-0.1
2,94,RINF,-7.69%,-0.3,72.49%,-0.1
3,72,IOO,-7.70%,-0.1,84.89%,-0.1
6,69,GNMA,-7.72%,-0.1,85.32%,-0.1
2,92,EWH,-7.72%,-0.3,71.17%,-0.1
8,65,RSPT,-7.72%,-0.2,84.92%,-0.1
9,72,ZSL,-7.72%,-0.2,77.50%,-0.1
4,67,TQQQ,-7.73%,-0.1,88.00%,-0.1
3,71,USCI,-7.73%,-0.1,80.72%,-0.1
7,67,RSPT,-7.75%,-0.2,84.47%,-0.1
6,73,BIV,-7.76%,-0.1,85.58%,-0.1
12,78,XMPT,-7.77%,-0.4,71.69%,-0.1
5,67,DHS,-7.78%,-0.1,87.48%,-0.1
8,73,ZSL,-7.82%,-0.2,76.83%,-0.1
9,65,RSPT,-7.85%,-0.2,85.76%,-0.1
8,65,GNMA,-7.86%,-0.1,85.32%,-0.1
3,79,USCI,-7.86%,-0.2,84.22%,-0.1
3,75,USCI,-7.87%,-0.1,80.02%,-0.1
10,71,XMPT,-7.90%,-0.1,88.61%,-0.1
7,67,SPHD,-7.92%,-0.2,86.06%,-0.1
3,77,TQQQ,-7.92%,-0.2,80.71%,-0.1
4,70,TQQQ,-7.92%,-0.1,83.68%,-0.1
2,94,IDLV,-7.93%,-0.4,76.15%,-0.1
4,80,RINF,-7.94%,-0.3,74.06%,-0.1
4,76,GNMA,-7.96%,-0.2,84.12%,-0.1
4,76,RSPT,-7.97%,-0.3,73.30%,-0.1
15,69,XMPT,-7.98%,-0.1,85.09%,-0.1
9,65,GNMA,-7.99%,-0.1,85.31%,-0.1
2,84,PHDG,-7.99%,-0.2,77.91%,-0.1
4,72,IDLV,-8.00%,-0.2,87.68%,-0.1
3,80,GNMA,-8.01%,-0.2,86.91%,-0.1
6,75,ZSL,-8.01%,-0.2,78.22%,-0.1
6,70,RINF,-8.02%,-0.2,77.83%,-0.1
12,70,XMPT,-8.03%,-0.1,89.24%,-0.1
5,77,ZSL,-8.03%,-0.2,77.93%,-0.1
4,65,IOO,-8.03%,-0.1,90.20%,-0.1
12,77,XMPT,-8.04%,-0.4,72.53%,-0.1
3,77,SPHD,-8.04%,-0.1,88.21%,-0.1
2,89,IDLV,-8.06%,-0.2,80.72%,-0.1
3,83,ZSL,-8.06%,-0.1,75.64%,-0.1
6,68,IDLV,-8.07%,-0.2,86.74%,-0.1
2,93,IDLV,-8.08%,-0.4,76.33%,-0.1
7,66,RINF,-8.12%,-0.2,81.67%,-0.1
11,79,XMPT,-8.12%,-0.5,74.59%,-0.1
4,89,XMPT,-8.12%,-0.3,86.37%,-0.1
3,71,FDL,-8.13%,-0.1,90.76%,-0.1
4,80,UNL,-8.13%,-0.4,73.67%,-0.1
3,66,SPLV,-8.14%,0.0,91.87%,-0.1
7,68,SPHD,-8.17%,-0.2,87.62%,-0.1
14,66,ZSL,-8.17%,-0.3,83.97%,-0.1
5,68,GNMA,-8.18%,-0.1,86.88%,-0.1
3,68,IOO,-8.19%,-0.1,90.33%,-0.1
5,70,TQQQ,-8.20%,-0.2,85.95%,-0.1
2,83,FXE,-8.22%,-0.1,77.83%,-0.1
11,70,XMPT,-8.22%,-0.1,88.86%,-0.1
2,90,IDLV,-8.23%,-0.3,79.73%,-0.1
4,78,ZSL,-8.23%,-0.1,76.29%,-0.1
3,78,USCI,-8.25%,-0.2,84.61%,-0.1
9,69,BIV,-8.25%,-0.1,88.78%,-0.1
15,75,XMPT,-8.26%,-0.4,76.63%,-0.1
3,86,RINF,-8.26%,-0.3,73.95%,-0.1
3,73,DHS,-8.27%,-0.1,88.13%,-0.1
3,80,RSPT,-8.27%,-0.3,74.27%,-0.1
4,68,DHS,-8.29%,-0.1,89.42%,-0.1
6,65,IDLV,-8.30%,-0.1,90.72%,-0.1
3,81,BIV,-8.32%,-0.1,88.26%,-0.1
6,69,RINF,-8.33%,-0.2,79.13%,-0.1
9,72,XMPT,-8.34%,-0.1,88.43%,-0.1
2,90,RINF,-8.35%,-0.2,78.53%,-0.1
6,73,UNL,-8.35%,-0.3,73.64%,-0.1
6,70,GNMA,-8.36%,-0.2,85.75%,-0.1
2,88,USCI,-8.43%,-0.2,81.37%,-0.1
2,80,PHDG,-8.44%,-0.1,77.49%,-0.1
13,67,XMPT,-8.44%,-0.1,88.82%,-0.1
11,69,XMPT,-8.45%,-0.1,88.31%,-0.1
2,85,TQQQ,-8.45%,-0.2,85.00%,-0.1
2,87,DTH,-8.45%,-0.2,85.08%,-0.1
11,65,UNL,-8.46%,-0.3,76.73%,-0.1
9,66,UNL,-8.46%,-0.2,74.09%,-0.1
4,79,ZSL,-8.49%,-0.2,81.02%,-0.1
3,80,ZSL,-8.49%,-0.1,75.37%,-0.1
5,74,RINF,-8.49%,-0.3,79.32%,-0.1
7,65,GNMA,-8.50%,-0.1,86.08%,-0.1
2,94,UNL,-8.52%,-0.4,74.48%,-0.1
6,69,SPHD,-8.53%,-0.2,88.76%,-0.1
13,76,XMPT,-8.56%,-0.4,74.60%,-0.1
5,83,XMPT,-8.58%,-0.2,87.30%,-0.1
3,75,TQQQ,-8.58%,-0.2,84.27%,-0.1
2,86,DTH,-8.64%,-0.2,86.11%,-0.1
2,90,BIV,-8.64%,-0.1,89.99%,-0.1
4,73,IDLV,-8.64%,-0.2,89.17%,-0.1
5,67,FXE,-8.65%,-0.1,75.29%,-0.1
2,95,UNL,-8.65%,-0.5,73.13%,-0.1
3,81,IDLV,-8.67%,-0.3,81.58%,-0.1
5,70,DTH,-8.67%,-0.2,87.26%,-0.1
4,66,USCI,-8.67%,-0.1,85.03%,-0.1
5,72,GNMA,-8.67%,-0.2,86.42%,-0.1
4,78,BIV,-8.69%,-0.1,89.00%,-0.1
2,87,DHS,-8.70%,-0.2,87.18%,-0.1
5,76,BIV,-8.72%,-0.1,88.81%,-0.1
2,79,SPLV,-8.73%,-0.1,90.89%,-0.1
9,68,BIV,-8.74%,-0.1,90.45%,-0.1
3,79,TQQQ,-8.74%,-0.2,83.89%,-0.1
3,80,BIV,-8.77%,-0.1,89.86%,-0.1
5,76,ZSL,-8.77%,-0.2,82.75%,-0.1
10,79,XMPT,-8.80%,-0.4,77.26%,-0.1
3,71,FXE,-8.81%,-0.1,80.49%,-0.1
3,69,IOO,-8.84%,-0.1,89.20%,-0.1
6,79,XMPT,-8.84%,-0.2,86.66%,-0.1
2,89,EWH,-8.85%,-0.3,75.32%,-0.1
3,75,IOO,-8.85%,-0.2,85.51%,-0.1
9,68,SPTI,-8.86%,-0.1,90.54%,-0.1
7,69,GNMA,-8.87%,-0.2,86.84%,-0.1
3,78,IDLV,-8.90%,-0.2,87.89%,-0.1
3,76,PHDG,-8.90%,-0.2,80.21%,-0.1
4,68,EWH,-8.91%,-0.2,86.72%,-0.1
7,66,DTH,-8.94%,-0.2,82.76%,-0.1
4,71,IDLV,-8.94%,-0.2,88.40%,-0.1
2,74,IOO,-8.94%,-0.1,88.80%,-0.1
14,75,XMPT,-8.95%,-0.4,76.06%,-0.1
15,66,XMPT,-8.95%,-0.1,89.75%,-0.1
3,73,USCI,-8.97%,-0.1,83.85%,-0.1
2,90,ZSL,-8.98%,-0.2,80.72%,-0.1
2,87,EWH,-8.99%,-0.2,76.16%,-0.1
4,66,FDL,-9.00%,-0.1,92.32%,-0.1
6,68,RINF,-9.01%,-0.2,83.87%,-0.1
2,83,PHDG,-9.02%,-0.2,80.21%,-0.1
3,74,USCI,-9.02%,-0.2,80.45%,-0.1
3,79,DTH,-9.02%,-0.3,82.51%,-0.1
4,72,TQQQ,-9.03%,-0.2,84.84%,-0.1
3,74,EWH,-9.04%,-0.2,86.76%,-0.1
8,67,GNMA,-9.05%,-0.2,88.12%,-0.1
4,77,ZSL,-9.05%,-0.2,79.68%,-0.1
5,69,DTH,-9.08%,-0.2,86.94%,-0.1
2,75,IOO,-9.08%,-0.1,89.04%,-0.1
4,71,DTH,-9.10%,-0.2,86.05%,-0.1
6,68,SPHD,-9.10%,-0.2,88.48%,-0.1
3,72,FDL,-9.12%,-0.2,89.07%,-0.1
4,80,SPTI,-9.13%,-0.2,88.79%,-0.1
14,67,XMPT,-9.15%,-0.1,89.55%,-0.1
5,69,SPHD,-9.15%,-0.2,89.31%,-0.1
6,67,GNMA,-9.16%,-0.2,89.32%,-0.1
7,76,XMPT,-9.17%,-0.2,89.58%,-0.1
4,78,RINF,-9.19%,-0.3,79.02%,-0.1
6,73,SPTI,-9.19%,-0.2,88.98%,-0.1
12,68,XMPT,-9.20%,-0.1,88.44%,-0.1
4,87,XMPT,-9.21%,-0.3,88.42%,-0.1
2,83,IOO,-9.23%,-0.2,88.65%,-0.1
3,80,IDLV,-9.25%,-0.3,86.23%,-0.1
6,69,RSPT,-9.25%,-0.3,84.94%,-0.1
3,82,ZSL,-9.27%,-0.2,79.48%,-0.1
3,66,USCI,-9.28%,-0.1,84.59%,-0.1
8,65,SPHD,-9.29%,-0.2,87.59%,-0.1
5,74,ZSL,-9.31%,-0.2,81.31%,-0.1
15,67,XMPT,-9.33%,-0.1,90.12%,-0.1
11,68,ZSL,-9.34%,-0.3,81.59%,-0.1
7,74,ZSL,-9.34%,-0.3,81.19%,-0.1
7,66,SPHD,-9.34%,-0.2,88.38%,-0.1
3,70,FDL,-9.35%,-0.1,91.24%,-0.1
4,66,DHS,-9.37%,-0.1,90.60%,-0.1
5,66,FDL,-9.37%,-0.2,92.87%,-0.1
2,79,PHDG,-9.37%,-0.1,80.61%,-0.1
5,72,RINF,-9.40%,-0.3,81.83%,-0.1
3,72,EWH,-9.42%,-0.2,86.86%,-0.1
4,70,IDLV,-9.44%,-0.2,89.23%,-0.1
7,66,RSPT,-9.44%,-0.2,87.26%,-0.1
4,75,RSPT,-9.47%,-0.3,80.88%,-0.1
4,65,USCI,-9.48%,-0.1,86.21%,-0.1
3,72,USCI,-9.48%,-0.1,85.41%,-0.1
12,66,BIV,-9.48%,-0.1,92.02%,-0.1
3,65,TQQQ,-9.49%,-0.1,92.94%,-0.1
5,65,FDL,-9.50%,-0.2,93.37%,-0.1
5,65,DHS,-9.50%,-0.2,91.49%,-0.1
10,70,XMPT,-9.52%,-0.2,90.02%,-0.1
3,79,ZSL,-9.52%,-0.1,80.48%,-0.1
5,72,RSPT,-9.53%,-0.3,84.76%,-0.1
4,75,IDLV,-9.54%,-0.3,83.95%,-0.1
9,65,SPHD,-9.54%,-0.2,87.23%,-0.1
2,84,TQQQ,-9.55%,-0.2,86.82%,-0.1
13,66,ZSL,-9.55%,-0.3,83.35%,-0.1
2,86,EWH,-9.55%,-0.3,79.23%,-0.1
2,86,ZSL,-9.56%,-0.1,82.09%,-0.1
3,87,UNL,-9.60%,-0.5,77.99%,-0.1
6,67,IDLV,-9.62%,-0.2,88.49%,-0.1
7,71,UNL,-9.65%,-0.4,78.15%,-0.1
4,74,TQQQ,-9.65%,-0.3,88.32%,-0.1
2,91,RINF,-9.67%,-0.3,80.30%,-0.1
5,70,RSPT,-9.68%,-0.3,84.58%,-0.1
5,77,UNL,-9.69%,-0.4,77.26%,-0.1
2,71,IOO,-9.71%,-0.1,90.30%,-0.1
9,71,ZSL,-9.71%,-0.3,83.74%,-0.1
5,68,SPHD,-9.71%,-0.2,89.12%,-0.1
3,77,DTH,-9.72%,-0.3,84.27%,-0.1
2,76,TQQQ,-9.72%,-0.1,90.14%,-0.1
7,70,SPTI,-9.73%,-0.2,91.54%,-0.1
2,82,FXE,-9.73%,-0.1,81.61%,-0.1
2,80,IOO,-9.74%,-0.2,90.43%,-0.1
2,78,SPLV,-9.75%,-0.1,91.95%,-0.1
8,68,UNL,-9.75%,-0.3,79.03%,-0.1
3,66,TQQQ,-9.78%,-0.1,92.60%,-0.1
4,79,RINF,-9.78%,-0.4,81.10%,-0.1
7,75,XMPT,-9.78%,-0.2,90.25%,-0.1
5,76,UNL,-9.79%,-0.4,78.49%,-0.1
12,67,ZSL,-9.80%,-0.3,83.23%,-0.1
8,67,UNL,-9.82%,-0.3,80.04%,-0.1
4,67,DHS,-9.83%,-0.2,91.30%,-0.1
4,79,BIV,-9.87%,-0.2,90.26%,-0.1
5,67,GNMA,-9.87%,-0.1,89.33%,-0.1
4,67,FDL,-9.88%,-0.2,92.64%,-0.1
15,65,ZSL,-9.88%,-0.3,84.07%,-0.1
14,66,XMPT,-9.88%,-0.1,90.18%,-0.1
3,76,SPHD,-9.89%,-0.2,90.97%,-0.1
7,69,UNL,-9.90%,-0.3,80.80%,-0.1
6,68,RSPT,-9.92%,-0.3,86.10%,-0.1
3,85,RINF,-9.93%,-0.4,79.85%,-0.1
7,65,IDLV,-9.93%,-0.2,90.45%,-0.1
4,69,FXE,-9.93%,-0.1,84.31%,-0.1
2,87,USCI,-9.93%,-0.2,84.78%,-0.1
2,82,FDL,-9.94%,-0.2,89.33%,-0.1
2,83,FDL,-9.94%,-0.2,87.78%,-0.1
3,85,UNL,-9.95%,-0.5,79.66%,-0.1
5,71,GNMA,-9.95%,-0.2,88.93%,-0.1
3,77,RSPT,-9.96%,-0.3,82.21%,-0.1
2,73,IOO,-9.97%,-0.1,89.66%,-0.1
3,67,IOO,-9.97%,-0.1,93.29%,-0.1
2,92,SPTI,-9.97%,-0.2,89.81%,-0.1
3,78,TQQQ,-9.98%,-0.3,83.86%,-0.1
3,84,UNL,-9.98%,-0.4,80.52%,-0.1
7,71,BIV,-9.99%,-0.2,90.21%,-0.1
8,73,XMPT,-10.03%,-0.2,90.43%,-0.1
4,67,EWH,-10.03%,-0.2,88.27%,-0.1
2,89,SPHD,-10.06%,-0.3,84.65%,-0.1
3,69,FDL,-10.07%,-0.2,91.97%,-0.1
4,75,GNMA,-10.07%,-0.2,88.81%,-0.1
3,65,SPLV,-10.07%,-0.1,94.15%,-0.1
14,65,BIV,-10.08%,-0.2,92.14%,-0.1
3,75,IDLV,-10.08%,-0.2,90.00%,-0.1
2,87,ZSL,-10.09%,-0.2,81.30%,-0.1
6,72,UNL,-10.09%,-0.4,80.37%,-0.1
3,68,PHDG,-10.10%,-0.1,82.41%,-0.1
2,78,IOO,-10.14%,-0.2,89.96%,-0.1
6,74,ZSL,-10.14%,-0.2,82.77%,-0.1
4,74,GNMA,-10.17%,-0.2,88.50%,-0.1
3,79,GNMA,-10.17%,-0.2,90.51%,-0.1
2,81,FXE,-10.17%,-0.1,82.78%,-0.1
13,65,BIV,-10.19%,-0.1,92.74%,-0.1
4,75,ZSL,-10.19%,-0.2,84.13%,-0.1
6,66,DHS,-10.20%,-0.2,91.39%,-0.1
3,86,UNL,-10.21%,-0.5,80.04%,-0.1
11,67,BIV,-10.23%,-0.2,92.03%,-0.1
3,68,TQQQ,-10.23%,-0.2,93.38%,-0.1
3,78,DTH,-10.25%,-0.3,84.51%,-0.1
7,71,ZSL,-10.26%,-0.2,85.12%,-0.1
6,67,RINF,-10.27%,-0.2,84.87%,-0.1
4,74,ZSL,-10.27%,-0.2,83.24%,-0.1
5,75,UNL,-10.28%,-0.4,79.95%,-0.1
7,68,GNMA,-10.28%,-0.2,90.54%,-0.1
14,65,ZSL,-10.29%,-0.3,84.63%,-0.1
2,82,TQQQ,-10.31%,-0.2,88.89%,-0.1
7,72,ZSL,-10.31%,-0.3,83.88%,-0.1
5,70,RINF,-10.31%,-0.3,85.78%,-0.1
5,70,GNMA,-10.33%,-0.2,89.63%,-0.1
2,76,SPLV,-10.37%,-0.1,93.63%,-0.1
2,88,SPHD,-10.42%,-0.3,84.77%,-0.1
3,70,EWH,-10.43%,-0.2,90.85%,-0.1
13,66,BIV,-10.44%,-0.2,92.73%,-0.1
8,70,ZSL,-10.45%,-0.3,85.37%,-0.1
5,70,SPHD,-10.46%,-0.2,91.66%,-0.1
5,66,DHS,-10.46%,-0.2,92.00%,-0.1
2,77,IOO,-10.50%,-0.2,90.68%,-0.1
7,70,UNL,-10.51%,-0.4,82.20%,-0.1
3,73,EWH,-10.52%,-0.2,88.57%,-0.1
2,93,SPTI,-10.53%,-0.3,89.84%,-0.1
3,65,IOO,-10.53%,-0.1,93.43%,-0.1
7,65,RINF,-10.54%,-0.2,85.75%,-0.1
8,69,BIV,-10.57%,-0.2,92.72%,-0.1
3,66,IOO,-10.57%,-0.1,92.69%,-0.1
2,85,DTH,-10.60%,-0.3,90.16%,-0.1
2,87,RSPT,-10.61%,-0.3,81.32%,-0.1
6,66,RINF,-10.65%,-0.2,84.44%,-0.1
4,71,SPHD,-10.66%,-0.2,89.99%,-0.1
3,67,TQQQ,-10.70%,-0.2,93.62%,-0.1
9,70,ZSL,-10.70%,-0.3,85.46%,-0.1
3,68,EWH,-10.74%,-0.2,90.07%,-0.1
3,76,IDLV,-10.74%,-0.3,91.05%,-0.1
4,65,FDL,-10.74%,-0.2,94.07%,-0.1
2,88,ZSL,-10.74%,-0.2,84.80%,-0.1
3,77,IDLV,-10.75%,-0.3,91.51%,-0.1
4,73,GNMA,-10.76%,-0.2,90.13%,-0.1
3,74,TQQQ,-10.77%,-0.2,88.52%,-0.1
3,73,TQQQ,-10.78%,-0.2,88.46%,-0.1
4,65,TQQQ,-10.78%,-0.2,94.02%,-0.1
2,83,USCI,-10.79%,-0.2,85.76%,-0.1
3,71,EWH,-10.81%,-0.2,90.17%,-0.1
2,72,IOO,-10.81%,-0.2,91.05%,-0.1
2,82,IOO,-10.82%,-0.3,90.90%,-0.1
3,74,PHDG,-10.82%,-0.2,84.22%,-0.1
5,65,EWH,-10.82%,-0.2,89.13%,-0.1
4,65,DHS,-10.84%,-0.2,91.99%,-0.1
12,67,XMPT,-10.85%,-0.2,92.02%,-0.1
5,75,SPTI,-10.86%,-0.2,91.64%,-0.1
10,69,ZSL,-10.86%,-0.3,85.88%,-0.1
2,89,BIV,-10.87%,-0.2,92.68%,-0.1
3,85,SPTI,-10.87%,-0.3,91.01%,-0.1
7,65,RSPT,-10.89%,-0.3,88.72%,-0.1
4,68,FDL,-10.91%,-0.2,93.89%,-0.1
6,67,DTH,-10.93%,-0.3,86.71%,-0.1
5,68,DTH,-10.93%,-0.3,89.89%,-0.1
5,74,UNL,-10.94%,-0.4,81.98%,-0.1
2,82,USCI,-10.95%,-0.2,85.28%,-0.1
5,66,FXE,-10.97%,-0.1,84.35%,-0.1
7,70,BIV,-10.97%,-0.2,91.56%,-0.1
5,75,ZSL,-10.98%,-0.3,86.48%,-0.1
3,72,DHS,-10.98%,-0.2,91.24%,-0.1
7,73,ZSL,-11.00%,-0.3,85.57%,-0.1
3,79,IDLV,-11.02%,-0.3,89.46%,-0.1
4,86,XMPT,-11.03%,-0.3,91.29%,-0.1
2,86,DHS,-11.03%,-0.3,90.87%,-0.1
5,66,SPHD,-11.06%,-0.2,90.96%,-0.1
2,75,TQQQ,-11.07%,-0.2,90.95%,-0.1
4,66,EWH,-11.07%,-0.2,90.24%,-0.1
5,69,RSPT,-11.07%,-0.3,89.13%,-0.1
4,73,TQQQ,-11.07%,-0.3,90.02%,-0.1
5,68,IDLV,-11.08%,-0.3,91.49%,-0.1
4,85,XMPT,-11.09%,-0.3,91.10%,-0.1
2,81,IOO,-11.10%,-0.2,91.39%,-0.1
2,79,IOO,-11.11%,-0.2,91.63%,-0.1
2,85,ZSL,-11.13%,-0.2,85.69%,-0.1
2,75,SPLV,-11.13%,-0.1,94.21%,-0.1
5,73,ZSL,-11.14%,-0.2,84.70%,-0.1
2,88,IDLV,-11.14%,-0.4,89.25%,-0.1
9,71,XMPT,-11.15%,-0.2,92.28%,-0.1
2,76,IOO,-11.20%,-0.2,92.48%,-0.1
2,89,ZSL,-11.23%,-0.2,84.35%,-0.1
6,66,IDLV,-11.26%,-0.3,92.45%,-0.1
3,84,SPTI,-11.26%,-0.3,91.34%,-0.1
3,74,IDLV,-11.29%,-0.3,91.29%,-0.1
4,77,RINF,-11.29%,-0.4,85.81%,-0.1
2,84,DTH,-11.30%,-0.3,91.11%,-0.1
3,75,PHDG,-11.31%,-0.3,84.87%,-0.1
9,70,XMPT,-11.32%,-0.2,92.25%,-0.1
2,78,FXE,-11.34%,-0.1,86.26%,-0.1
6,67,SPHD,-11.35%,-0.3,90.81%,-0.1
2,84,EWH,-11.36%,-0.3,88.19%,-0.1
2,74,TQQQ,-11.38%,-0.2,92.04%,-0.1
4,71,TQQQ,-11.39%,-0.3,90.04%,-0.1
2,90,GNMA,-11.43%,-0.3,90.28%,-0.1
3,75,SPHD,-11.44%,-0.3,92.47%,-0.1
5,71,RINF,-11.44%,-0.3,87.56%,-0.1
4,73,ZSL,-11.46%,-0.2,87.05%,-0.1
4,70,DTH,-11.50%,-0.3,90.51%,-0.1
10,65,UNL,-11.50%,-0.4,83.81%,-0.1
10,69,XMPT,-11.53%,-0.2,92.86%,-0.1
2,86,USCI,-11.53%,-0.3,87.53%,-0.1
2,74,SPLV,-11.53%,-0.1,95.29%,-0.1
3,79,RSPT,-11.53%,-0.4,84.74%,-0.1
6,65,SPHD,-11.53%,-0.2,91.51%,-0.1
3,69,TQQQ,-11.56%,-0.2,91.86%,-0.1
3,83,SPTI,-11.57%,-0.3,91.69%,-0.1
4,79,SPTI,-11.57%,-0.3,91.28%,-0.1
4,65,EWH,-11.59%,-0.2,90.87%,-0.1
3,65,USCI,-11.60%,-0.1,89.86%,-0.1
2,77,TQQQ,-11.60%,-0.2,91.29%,-0.1
6,66,SPHD,-11.61%,-0.2,91.42%,-0.1
2,68,IOO,-11.62%,-0.1,93.13%,-0.1
